AssignmentExpression,BinaryExpression,BlockStatement,CallExpression,ControlFlow,ExpressionStatement,Functions,Identifier,Literal,LogicalExpression,MemberExpression,ReturnStatement,UnaryExpression,VariableDeclaration,VariableDeclarator,array_expr_prim_elem,call_expr_str_arg,dom_operations,eval,obj_expr_prop_val,str_Constructor,str_charAt,str_charCodeAt,str_concat,str_fromCharCode,str_replace,str_slice,str_split,str_substring,var_with_str_assign,ConditionalExpression,ObjectExpressions,Property,SequenceExpression,EmptyStatement,Exceptions,Loops,NewExpression,ObjectPattern,TemplateElement,TemplateLiteral,ThisExpression,UpdateExpression,ArrayPattern,BreakStatement,SwitchCase,ContinueStatement,AssignmentPattern,LabeledStatement,Class,Imports,ClassBody,ClassDeclaration,MethodDefinition,Super,AwaitExpression,SpreadElement,RestElement,Exports,ClassExpression,ChainExpression,TaggedTemplateExpression,ExportAllDeclaration,DebuggerStatement,YieldExpression
1,35,4,6,1,4,1,27,17289,0,6,1,0,9,9,17063,1,1,1,91,0,0,0,0,0,0,0,0,0,1,0,1,91,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,140,5,25,1,44,2,125,367,0,46,1,0,7,7,4,15,0,0,0,1,0,0,0,0,2,0,3,0,0,0,1,0,55,1,2,0,3,0,0,0,2,2,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,297,99,135,3,36,91,839,487,3,42,90,0,173,248,0,25,6,0,0,0,0,0,0,0,0,0,0,0,215,11,0,0,2,91,2,3,3,0,0,0,3,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,112,54,116,13,27,35,408,192,1,37,31,2,90,90,9,32,1,1,0,1,0,0,0,0,0,0,0,0,9,0,15,0,1,2,4,1,1,0,0,0,0,0,0,6,6,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,101,40,57,3,26,32,396,190,3,24,31,0,84,133,0,2,7,0,0,0,0,0,0,0,0,0,0,0,115,1,0,0,2,32,2,3,3,0,0,0,3,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,3,6,1,4,1,30,18466,0,6,1,0,8,8,18451,1,2,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,15,15,48,1,171,7,312,328,0,176,6,0,30,30,0,24,7,1,0,2,0,0,0,0,0,0,1,0,4,0,0,0,1,3,2,4,11,0,0,0,1,0,0,1,0,1,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,110,121,153,2,23,114,637,193,1,41,113,0,168,168,0,20,6,0,0,0,0,0,0,0,0,0,0,0,140,1,0,0,0,54,2,3,3,0,0,0,3,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,6,2,3,0,90,1,16167,16162,0,3,1,0,5,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,16065,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30,4,5,1,4,1,26,18144,0,7,1,0,8,8,17921,1,0,1,92,0,0,0,0,0,0,0,0,0,1,0,1,92,0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,3,6,1,4,1,29,19328,0,7,1,0,8,8,19309,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,6,2,3,0,89,1,16650,16645,0,3,1,0,5,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,16549,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,6,2,3,0,90,1,16208,16203,0,3,1,0,5,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,16106,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17875,1,2,0,2,0,17,35842,0,4,0,0,4,4,92,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,103,78,85,2,168,74,638,1052,0,318,74,1,157,157,597,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,104,106,141,2,23,101,446,192,1,42,100,0,151,151,0,20,7,0,0,0,0,0,0,0,0,0,0,0,124,1,0,0,0,7,0,2,3,0,0,0,3,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,35,4,6,1,4,1,27,17250,0,6,1,0,9,9,17024,1,1,1,91,0,0,0,0,0,0,0,0,0,1,0,1,91,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,21,16,36,3,1120,11,1256,4130,1,2248,8,2,5,5,776,16,0,1,0,4,0,0,0,4,0,0,0,0,2,0,11,0,0,0,0,2,1,0,0,0,0,2,0,2,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,35,4,6,1,4,1,27,17563,0,6,1,0,9,9,17335,1,1,1,92,0,0,0,0,0,0,0,0,0,1,0,1,92,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,1,0,3,0,18,17233,0,3,0,0,4,4,17041,0,0,1,92,0,0,0,0,0,0,0,0,0,1,0,1,92,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,156,5,23,1,43,2,114,375,0,46,1,0,6,6,4,14,0,0,0,1,0,0,0,0,2,0,3,0,0,0,1,0,51,2,2,0,3,0,0,0,2,2,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,106,114,147,2,23,109,453,185,1,40,108,0,148,148,0,18,7,0,0,0,0,0,0,0,0,0,0,0,123,1,0,0,0,7,0,2,3,0,0,0,3,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,48,13,33,1,25,8,137,51,0,23,1,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,6,2,3,0,90,1,16191,16186,0,3,1,0,5,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,16089,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0,4,1,4,0,9,13995,0,2,0,0,1,1,13988,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,41,4,6,1,4,1,27,17590,0,6,1,0,9,9,17358,1,1,1,91,0,0,0,0,0,0,0,0,0,1,0,1,91,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,114,44,119,8,27,33,469,426,1,110,32,5,65,72,260,36,1,0,0,8,9,15,0,1,8,0,0,0,5,19,31,15,0,0,5,3,4,0,0,0,4,3,0,0,3,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,115,44,130,8,27,33,496,458,1,118,32,5,73,80,290,40,1,0,0,8,9,15,0,1,8,0,0,0,3,19,34,15,0,0,5,3,4,0,0,0,4,3,0,0,3,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,39,15,37,1,27,10,125,43,0,19,1,1,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,122,5,23,1,43,2,114,346,0,46,1,0,6,6,4,14,0,0,0,1,0,0,0,0,2,0,3,0,0,0,1,0,55,2,2,0,3,0,0,0,2,2,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24,18,35,1,31,13,149,78,0,13,12,0,11,11,33,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,6,2,3,0,91,1,16416,16411,0,3,1,0,5,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,16313,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,109,105,146,2,23,100,455,209,1,48,99,0,156,156,0,26,7,0,0,0,0,0,0,0,0,0,0,0,123,1,0,0,0,7,0,2,3,0,0,0,3,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,56,13,31,1,25,8,123,50,0,21,1,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,21,16,36,3,1121,11,1257,4168,1,2250,8,2,5,5,811,16,0,1,0,4,0,0,0,4,0,0,0,0,2,0,11,0,0,0,0,2,1,0,0,0,0,2,0,2,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,116,10,51,2,23,5,381,188,0,50,4,0,156,156,0,28,7,0,0,0,25,0,0,0,0,0,0,0,123,1,0,0,0,5,0,2,3,0,0,0,3,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,35,4,6,1,4,1,27,16731,0,6,1,0,9,9,16505,1,1,1,91,0,0,0,0,0,0,0,0,0,1,0,1,91,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,406,103,144,3,36,95,878,621,3,47,94,0,184,267,0,30,6,0,0,0,0,0,0,0,0,0,0,0,229,11,0,0,2,95,2,3,3,0,0,0,3,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9,2,6,1,7,0,27,17835,0,9,0,0,5,5,17817,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,0,5,1,4,0,10,14208,0,3,0,0,1,1,14199,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,26,17,33,1,30,12,150,75,0,15,11,0,10,10,32,12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,6,2,3,0,90,1,16089,16084,0,3,1,0,5,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,15987,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,134,5,22,1,43,2,113,324,0,45,1,0,6,6,4,12,0,0,0,1,0,0,0,0,1,0,3,0,0,0,1,0,47,2,2,0,3,0,0,0,2,2,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,21,16,36,3,1119,11,1255,4138,1,2246,8,2,5,5,787,16,0,1,0,4,0,0,0,4,0,0,0,0,2,0,11,0,0,0,0,2,1,0,0,0,0,2,0,2,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18572,4,7,1,4,1,32,37139,0,8,1,0,9,9,2,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,21,16,36,3,1121,11,1257,4188,1,2250,8,1,5,5,831,16,0,1,0,4,0,0,0,4,0,0,0,0,2,0,11,0,0,0,0,2,1,0,0,0,0,2,0,2,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,99,5,16,1,35,2,79,299,0,35,1,0,6,6,4,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,44,2,2,0,3,0,0,0,2,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,6,2,3,0,89,1,16164,16159,0,3,1,0,5,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,16063,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17395,1,2,0,2,0,17,34882,0,4,0,0,4,4,92,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,35,4,6,1,4,1,27,17208,0,6,1,0,9,9,16982,1,1,1,91,0,0,0,0,0,0,0,0,0,1,0,1,91,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,106,10,41,2,23,5,351,168,0,40,4,0,146,146,0,18,7,0,0,0,15,0,0,0,0,0,0,0,123,1,0,0,0,5,0,2,3,0,0,0,3,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17298,1,2,0,2,0,17,34688,0,4,0,0,4,4,92,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,108,112,144,2,23,107,455,185,1,39,106,0,150,150,0,17,7,0,0,0,0,0,0,0,0,0,0,0,126,1,0,0,0,7,0,2,3,0,0,0,3,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,4,1,3,0,7,14472,0,2,0,0,1,1,14467,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,41,4,6,1,4,1,27,17314,0,6,1,0,9,9,17082,1,1,1,91,0,0,0,0,0,0,0,0,0,1,0,1,91,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,101,8,43,2,39,4,144,258,0,48,3,0,11,11,0,9,0,0,0,5,0,0,0,4,3,0,1,0,0,0,2,1,38,3,2,0,2,0,0,0,2,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,57,4,21,1,19,2,202,71,1,23,1,0,70,70,0,8,7,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,90,36,53,3,26,28,371,176,3,24,27,0,79,127,0,2,7,0,0,0,0,0,0,0,0,0,0,0,109,1,0,0,2,28,2,3,3,0,0,0,3,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,1,0,2,0,15,17651,0,3,0,0,4,4,17464,0,0,1,92,0,0,0,0,0,0,0,0,0,1,0,1,92,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18545,4,7,1,4,1,32,37085,0,8,1,0,9,9,2,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,35,4,6,1,4,1,27,16720,0,6,1,0,9,9,16494,1,1,1,91,0,0,0,0,0,0,0,0,0,1,0,1,91,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,118,170,154,1,10,169,354,1316,0,297,169,0,14,14,1169,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17940,4,5,1,4,1,26,36038,0,7,1,0,8,8,1,1,0,1,92,0,0,0,0,0,0,0,0,0,1,0,1,92,0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9,2,6,1,7,0,27,18164,0,9,0,0,5,5,18146,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,47,14,29,1,27,9,142,86,0,20,8,1,7,7,33,9,5,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,35,4,6,1,4,1,27,17173,0,6,1,0,9,9,16947,1,1,1,91,0,0,0,0,0,0,0,0,0,1,0,1,91,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,431,107,150,3,36,99,897,639,3,49,98,0,185,263,0,32,6,0,0,0,0,0,0,0,0,0,0,0,223,11,0,0,2,99,2,3,3,0,0,0,3,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,87,34,51,3,26,26,360,168,3,24,25,0,74,123,0,2,7,0,0,0,0,0,0,0,0,0,0,0,105,1,0,0,2,26,2,3,3,0,0,0,3,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,102,110,142,2,23,105,438,176,1,39,104,0,141,141,0,17,7,0,0,0,0,0,0,0,0,0,0,0,117,1,0,0,0,7,0,2,3,0,0,0,3,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,337,113,152,3,36,105,921,541,3,45,104,0,188,265,0,28,6,0,0,0,0,0,0,0,0,0,0,0,229,11,0,0,2,105,2,3,3,0,0,0,3,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,21,16,36,3,1121,11,1257,4158,1,2250,8,2,5,5,801,16,0,1,0,4,0,0,0,4,0,0,0,0,2,0,11,0,0,0,0,2,1,0,0,0,0,2,0,2,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17780,4,5,1,4,1,26,35718,0,7,1,0,8,8,1,1,0,1,92,0,0,0,0,0,0,0,0,0,1,0,1,92,0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,229,0,1,0,1,0,229,232,0,1,0,0,1,115,0,0,0,1,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9,2,6,1,7,0,27,17622,0,9,0,0,5,5,17604,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,53,21,12,13,14,8,182,166,0,44,8,2,72,72,78,1,2,0,0,0,0,0,0,0,0,0,0,0,11,0,38,0,0,0,0,1,2,0,0,0,0,1,0,4,3,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,108,111,147,2,23,106,451,190,1,43,105,0,147,147,0,21,7,0,0,0,0,0,0,0,0,0,0,0,119,1,0,0,0,7,0,2,3,0,0,0,3,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,52,14,35,1,26,9,132,51,0,21,1,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,6,2,3,0,90,1,16256,16251,0,3,1,0,5,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,16154,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,129,50,58,11,37,27,372,229,1,125,21,1,45,46,4,18,1,1,0,1,0,0,0,0,7,0,9,1,3,1,11,0,2,8,6,4,7,0,0,0,0,4,0,4,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,41,15,36,1,27,10,133,45,0,18,1,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,144,4,21,1,25,2,466,248,1,23,1,0,241,241,0,8,7,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,17934,4,5,1,4,1,26,36026,0,7,1,0,8,8,1,1,0,1,92,0,0,0,0,0,0,0,0,0,1,0,1,92,0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,0,5,1,4,0,10,13996,0,3,0,0,1,1,13987,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,41,4,6,1,4,1,27,17347,0,6,1,0,9,9,17115,1,1,1,91,0,0,0,0,0,0,0,0,0,1,0,1,91,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,3,6,1,4,1,30,18507,0,6,1,0,8,8,18492,1,2,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,7,11,0,2,4,32,51,0,5,4,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1,1,0,3,0,18,17129,0,3,0,0,4,4,16937,0,0,1,92,0,0,0,0,0,0,0,0,0,1,0,1,92,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,108,8,43,2,40,4,146,263,0,48,3,0,11,11,0,9,0,0,0,5,0,0,0,4,3,0,1,0,0,0,2,1,38,3,2,0,2,0,0,0,2,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18579,4,7,1,4,1,32,37153,0,8,1,0,9,9,2,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,13,2,7,1,7,0,29,18832,0,9,0,0,5,5,18810,2,3,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30,4,5,1,4,1,26,18138,0,7,1,0,8,8,17915,1,0,1,92,0,0,0,0,0,0,0,0,0,1,0,1,92,0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,10,2,6,1,7,0,27,18413,0,8,0,0,5,5,18394,2,3,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18693,4,7,1,4,1,32,37381,0,8,1,0,9,9,2,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,30,4,5,1,4,1,26,17843,0,7,1,0,8,8,17620,1,0,1,92,0,0,0,0,0,0,0,0,0,1,0,1,92,0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,90,109,136,2,23,102,560,172,1,36,101,0,152,152,0,15,6,0,0,0,0,0,0,0,0,0,0,0,129,1,0,0,0,46,2,3,3,0,0,0,3,1,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9,2,6,1,7,0,27,17814,0,9,0,0,5,5,17796,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,21,10,13,2,138,6,205,1472,1,145,5,4,5,5,1183,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,138,4,21,1,25,2,452,240,1,23,1,0,233,233,0,8,7,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,1,1,0,1,0,10,17819,0,1,0,0,4,4,17537,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,92,92,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,179,5,26,1,46,2,133,481,0,47,1,0,7,7,3,13,0,0,0,1,0,0,0,0,2,0,3,0,0,0,1,0,80,1,2,0,3,0,0,0,2,1,0,0,0,0,0,0,Malicious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
