AssignmentExpression,BinaryExpression,BlockStatement,CallExpression,ControlFlow,ExpressionStatement,Functions,Identifier,Literal,LogicalExpression,MemberExpression,ReturnStatement,UnaryExpression,VariableDeclaration,VariableDeclarator,array_expr_prim_elem,call_expr_str_arg,dom_operations,eval,obj_expr_prop_val,str_Constructor,str_charAt,str_charCodeAt,str_concat,str_fromCharCode,str_replace,str_slice,str_split,str_substring,var_with_str_assign,ConditionalExpression,ObjectExpressions,Property,SequenceExpression,EmptyStatement,Exceptions,Loops,NewExpression,ObjectPattern,TemplateElement,TemplateLiteral,ThisExpression,UpdateExpression,ArrayPattern,BreakStatement,SwitchCase,ContinueStatement,AssignmentPattern,LabeledStatement,Class,Imports,ClassBody,ClassDeclaration,MethodDefinition,Super,AwaitExpression,SpreadElement,RestElement,Exports,ClassExpression,ChainExpression,TaggedTemplateExpression,ExportAllDeclaration,DebuggerStatement,YieldExpression
3,2,24,64,0,55,24,226,20,0,67,0,0,12,12,0,9,0,0,2,0,0,0,0,0,0,0,0,0,5,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,17,39,30,21,36,22,303,57,8,134,15,14,18,18,12,1,0,0,3,0,0,0,0,0,0,0,0,0,1,3,12,11,0,0,7,0,15,1,6,3,44,0,0,0,0,0,1,0,Benign,2,1,1,15,0,0,5,0,3,0,1,0,0,0,0
4,3,23,57,5,46,17,190,29,0,66,1,1,13,13,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,8,4,1,1,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,23,43,374,4,229,57,1548,267,4,615,8,7,113,113,4,134,0,0,38,0,0,0,0,0,0,0,0,0,5,2,166,153,0,1,1,1,9,3,0,0,1,1,0,0,0,0,0,0,Benign,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,2,0,2,1,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,6,10,3,13,3,58,12,0,16,0,0,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,Benign,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,7,4,3,6,4,56,8,2,6,6,0,6,6,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
3,0,4,21,0,15,4,69,33,0,15,1,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,32,19,7,5,23,15,116,32,3,47,9,3,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,20,0,0,0,1,0,0,0,0,38,1,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,7,0,5,3,23,5,0,3,0,0,4,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
9,5,86,120,9,30,85,513,93,1,127,68,6,19,19,0,80,0,0,2,0,0,0,0,0,0,0,0,0,1,0,6,20,0,0,1,0,10,3,0,0,20,2,2,0,0,0,1,0,Benign,0,1,0,69,0,6,3,3,0,1,0,0,0,0,0
26,10,27,55,20,45,27,315,52,6,112,8,6,23,23,0,8,23,0,16,0,0,0,2,0,0,0,0,0,0,0,13,30,0,0,0,3,1,6,4,2,39,0,0,4,6,0,0,0,Benign,0,1,0,12,0,0,0,0,0,1,0,0,0,0,0
0,1,4,4,1,1,3,34,5,0,10,3,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0
3,4,11,11,3,9,7,53,7,1,9,4,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,2,1,0,0,0,0,0,0,2,0,Benign,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,2,6,5,2,2,3,22,4,0,0,2,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
106,72,277,643,137,355,196,2819,407,52,959,103,58,160,161,8,243,127,0,9,0,0,0,1,0,1,4,0,0,2,7,78,279,0,0,21,9,21,28,22,10,357,1,0,6,14,0,6,0,Benign,0,2,1,57,1,24,8,4,0,1,0,0,0,0,0
84,42,243,846,44,610,221,2562,673,14,991,32,14,128,132,174,381,8,0,11,0,0,0,0,0,0,0,4,0,0,8,237,124,0,0,5,10,30,3,27,13,102,2,24,0,0,1,1,0,Benign,0,2,2,26,1,246,4,2,0,0,0,0,0,0,0
25,12,140,606,3,381,156,1541,336,0,521,12,1,76,78,2,223,38,0,18,0,0,0,0,0,0,0,0,0,2,1,126,115,0,0,10,0,15,1,6,2,0,0,1,0,0,0,0,0,Benign,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
108,68,219,515,100,326,137,2100,253,33,1065,85,28,120,120,4,107,31,0,7,0,0,0,2,0,1,3,0,0,2,7,72,183,0,0,9,8,37,18,35,16,576,2,2,2,7,1,7,0,Benign,0,1,1,98,0,23,0,1,0,0,0,0,0,0,0
1,0,1,15,0,1,1,59,39,0,15,1,0,3,3,0,2,0,0,29,0,0,0,0,0,0,0,0,0,0,0,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
6,2,24,77,3,61,21,206,47,0,75,2,7,10,10,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,13,20,6,8,4,84,18,0,28,5,0,7,7,0,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,2,0,1,0,4,2,0,0,0,0,3,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,6,0,5,4,14,10,0,3,0,0,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,7,23,5,11,3,87,12,2,33,0,2,9,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,7,0,0,1,0,0,0,0,Benign,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0
43,18,81,144,36,107,71,679,115,16,344,48,21,25,25,5,47,0,0,12,0,0,0,0,0,0,0,0,0,0,2,19,54,0,0,0,1,7,5,2,1,177,1,2,2,5,0,1,0,Benign,0,1,0,48,1,5,3,2,0,1,0,0,0,0,0
28,2,45,143,3,123,40,752,203,1,191,1,0,52,56,20,59,0,0,38,0,0,0,0,0,1,0,0,0,0,0,101,166,0,0,0,0,28,11,3,2,16,0,0,0,0,0,0,0,Benign,0,3,3,5,1,7,0,1,0,0,0,1,0,0,0
3,2,3,12,2,4,1,76,15,0,6,1,0,10,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,45,66,41,22,36,30,312,67,9,58,13,19,19,19,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,6,0,27,10,2,11,0,0,0,1,2,0,0,0,0,2,0,Benign,7,0,0,0,0,0,2,2,28,0,0,0,0,0,0
5,9,15,17,7,13,4,96,22,0,26,2,1,7,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,49,153,257,60,172,62,1169,171,30,327,46,38,110,110,4,60,0,0,10,0,0,0,0,0,0,0,0,0,1,6,53,59,0,0,25,4,12,0,0,0,1,1,0,2,0,2,0,0,Benign,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
18,9,29,55,12,56,21,231,59,2,97,5,6,17,17,2,29,0,0,6,0,0,0,0,0,0,0,0,0,7,1,7,20,0,0,0,1,0,6,13,5,65,0,0,1,2,0,1,0,Benign,0,1,0,14,1,0,0,0,0,1,0,0,0,0,0
9,7,24,81,1,65,28,179,66,0,59,6,0,12,13,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,19,25,0,14,19,91,13,1,51,9,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,0,0,26,0,0,0,0,0,0,0,Benign,0,1,0,14,0,0,0,0,0,1,0,0,0,0,0
4,4,17,28,8,18,10,94,20,1,33,7,2,6,6,2,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,3,0,3,1,0,0,14,0,0,0,0,0,0,0,Benign,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,2,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,17,62,1,29,18,109,42,0,32,3,1,11,11,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,5,11,28,3,10,7,107,37,0,35,6,1,13,13,5,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,8,14,5,6,3,72,12,0,14,2,2,7,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,40,38,44,19,58,12,379,67,12,160,8,14,27,28,0,13,0,0,0,0,0,2,0,0,0,0,3,0,0,5,1,0,0,2,0,4,0,0,0,0,65,4,0,6,8,0,0,0,Benign,10,1,1,10,2,0,0,0,1,0,0,0,0,0,0
37,15,25,39,13,39,6,237,85,4,101,3,7,22,22,26,5,0,0,0,0,0,2,0,0,0,0,5,0,0,0,2,0,0,4,3,4,5,0,0,0,32,3,0,1,0,2,0,0,Benign,2,1,1,3,0,0,1,1,1,0,0,0,0,0,0
55,69,72,59,39,93,22,546,105,10,301,10,27,17,24,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,5,9,0,0,0,149,5,0,0,0,0,8,0,Benign,20,1,1,21,0,0,0,0,1,0,0,0,0,0,0
54,42,46,28,17,63,31,469,31,9,250,16,8,11,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,0,1,7,0,0,0,103,1,0,0,0,0,2,0,Benign,4,1,1,31,0,0,0,0,1,0,0,0,0,0,0
4,2,5,23,0,14,11,85,23,0,11,0,0,15,15,2,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,1,6,0,8,1,55,4,1,13,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Benign,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
11,9,27,108,1,72,41,317,102,0,118,0,1,24,24,5,43,9,0,6,0,1,0,0,0,0,0,0,0,5,1,24,34,0,0,1,0,9,0,0,0,0,0,1,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,18,52,60,27,62,27,324,74,9,118,17,7,23,23,7,24,0,0,0,0,0,0,0,0,1,0,1,2,3,1,6,10,0,0,7,1,2,2,11,5,55,0,0,0,0,2,3,0,Benign,0,1,0,13,0,0,0,0,0,1,0,0,0,0,0
31,30,79,93,37,63,38,576,76,17,198,21,16,25,25,6,19,0,0,0,0,0,0,0,0,0,4,1,0,0,3,23,47,0,0,19,1,14,5,18,8,67,2,0,0,0,0,3,0,Benign,2,3,3,24,0,0,0,0,2,0,0,0,0,0,0
66,72,133,187,74,121,40,1028,154,24,319,32,26,73,73,16,30,0,0,1,0,0,0,0,0,2,8,9,0,2,2,30,36,0,0,21,4,11,6,10,4,93,3,0,2,0,0,5,0,Benign,20,1,1,19,0,0,2,1,1,0,0,0,0,0,0
0,0,1,11,0,3,5,33,12,0,10,0,0,5,5,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10,7,74,1,51,5,210,95,0,79,0,1,21,21,0,68,0,0,6,0,0,0,0,0,0,0,1,0,1,0,6,12,0,0,3,0,5,0,2,1,0,0,0,0,0,0,0,0,Benign,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,71,59,109,30,134,23,739,120,16,432,11,16,11,12,0,23,0,0,7,0,0,0,0,0,0,0,0,0,0,2,6,14,0,1,1,0,6,0,0,0,216,0,0,5,5,0,5,0,Benign,27,1,1,23,2,0,0,0,1,0,0,0,0,0,0
81,62,35,46,11,95,15,584,101,13,208,2,13,24,56,0,13,1,0,27,0,0,0,0,0,0,0,0,0,0,1,11,52,5,0,0,10,0,0,0,0,55,9,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,14,12,12,10,27,3,142,36,15,77,2,8,6,6,8,5,0,0,5,0,0,0,0,0,0,0,0,0,0,2,7,13,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,67,65,85,24,121,36,760,118,13,281,12,15,21,48,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,2,1,0,0,0,106,2,0,2,2,0,4,0,Benign,10,1,1,36,2,0,0,0,1,0,0,0,0,0,0
20,13,38,70,21,52,30,469,65,5,145,26,13,37,37,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,61,0,0,1,0,3,4,0,0,17,2,0,0,0,0,2,0,Benign,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,64,167,218,58,152,104,1373,205,19,389,77,31,153,153,18,49,0,0,3,0,0,0,0,0,0,0,1,0,2,6,50,72,0,0,24,4,29,0,2,1,65,3,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,6,8,8,3,9,3,58,15,2,17,3,0,7,8,0,7,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,5,34,49,13,41,19,264,38,3,91,21,7,23,23,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,7,0,1,0,0,0,13,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0
1,0,5,8,4,2,1,36,11,0,11,0,4,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,4,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,19,0,4,1,63,16,0,25,0,0,6,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,16,0,8,1,55,10,0,17,0,0,9,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,5,1,3,1,18,2,0,7,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,10,0,9,6,29,6,0,8,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,8,6,49,2,39,8,199,53,0,65,0,2,2,2,0,13,0,0,30,0,0,0,0,0,3,0,0,0,0,0,19,39,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,Benign,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,10,14,1,9,8,59,11,0,20,5,0,3,3,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,4,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,Benign,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0
0,0,7,29,0,17,6,75,24,0,29,0,0,3,3,6,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,1,1,0,6,2,0,0,1,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,3,0,3,0,11,3,0,5,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,13,34,4,26,1,162,53,1,66,1,4,10,10,20,23,0,0,7,0,0,0,0,0,0,0,0,0,0,0,13,12,0,0,7,0,0,0,13,6,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,9,17,4,7,3,84,22,1,27,1,4,10,10,4,14,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,2,1,1,1,12,5,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,5,11,2,7,3,48,18,0,14,3,1,5,5,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,3,5,1,10,1,54,9,1,29,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,12,0,0,0,0,0,0,0,Benign,8,1,1,1,1,0,0,0,1,0,0,0,0,0,0
0,8,1,1,0,0,1,27,21,0,0,1,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,7,10,33,3,14,6,119,40,0,31,1,0,25,25,4,23,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,9,26,28,6,12,19,149,20,3,48,19,3,5,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,2,0,11,3,32,0,0,2,3,0,0,0,Benign,0,1,0,16,0,0,0,0,0,1,0,0,0,0,0
31,92,41,67,11,32,30,360,782,6,180,31,19,17,17,584,47,0,0,0,0,2,0,0,0,0,0,0,0,0,9,292,0,0,1,1,0,3,0,0,0,86,0,0,0,0,0,9,0,Benign,5,1,1,28,0,0,1,1,1,0,0,0,0,0,0
5,2,4,11,0,13,4,71,8,0,26,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,1,0,Benign,6,1,1,4,2,0,0,0,1,0,0,0,0,0,0
9,0,31,186,0,98,34,393,84,0,125,0,0,13,17,2,56,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,22,34,9,17,20,154,27,4,35,12,0,7,7,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,7,3,16,0,0,0,3,0,0,0,Benign,0,1,0,10,0,0,0,0,0,1,0,0,0,0,0
115,10,19,482,4,448,14,1164,678,0,492,0,0,24,24,20,629,0,0,2,0,0,0,0,0,0,0,0,0,4,0,14,11,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2,67,299,0,206,94,767,342,1,253,0,0,37,40,23,191,6,0,49,0,0,0,0,0,0,3,0,0,1,0,82,83,0,0,4,0,26,0,0,0,4,0,0,0,0,0,0,0,Benign,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
33,21,63,73,21,67,31,495,54,9,163,18,12,39,39,0,18,4,0,0,0,0,0,1,0,0,2,0,0,0,4,23,21,0,0,2,13,12,3,0,0,61,2,0,4,0,0,1,0,Benign,0,3,2,19,0,0,1,0,0,1,0,0,0,0,0
0,8,4,15,0,8,4,83,35,0,25,0,0,3,3,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,24,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,97,187,311,100,209,68,1981,344,36,735,71,48,156,156,49,73,0,0,23,1,0,0,0,0,0,2,3,0,2,17,93,161,0,1,6,0,24,1,0,0,25,1,0,0,0,0,0,0,Benign,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,300,391,709,219,476,110,3459,854,58,1203,115,124,236,236,9,238,0,0,58,3,0,0,0,0,0,1,6,1,2,13,161,307,0,3,59,2,49,4,44,16,0,0,1,0,0,0,0,0,Benign,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,8,46,66,13,46,22,364,56,3,91,22,4,31,32,0,23,0,0,2,0,0,0,0,0,0,1,0,0,0,0,10,25,0,0,8,1,1,2,0,0,5,2,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,22,27,59,18,17,11,394,56,9,121,8,14,26,26,0,21,0,0,3,0,0,0,0,0,0,1,0,0,0,1,8,49,0,0,8,0,8,0,0,0,9,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,93,241,347,113,204,116,2176,273,51,773,97,71,152,152,9,76,0,0,7,0,1,0,0,0,1,2,4,0,0,10,67,143,0,0,22,1,22,14,24,10,165,0,0,2,3,0,9,0,Benign,24,8,8,68,5,0,12,0,2,0,0,0,0,0,0
12,37,23,218,5,185,22,569,272,1,168,6,3,35,35,23,175,0,0,6,0,0,0,0,0,3,0,0,0,0,5,45,14,0,1,0,0,8,0,36,18,0,2,0,2,6,0,0,0,Benign,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0
7,5,9,19,6,15,4,88,29,0,20,6,0,8,9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,1,9,4,0,0,0,0,6,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,93,245,260,110,163,82,1571,154,33,420,86,35,122,131,0,19,0,0,3,0,0,0,3,0,0,2,0,0,0,15,78,65,0,0,30,22,18,8,48,17,178,3,8,1,6,3,7,0,Benign,0,1,1,50,0,0,2,5,0,0,0,0,0,0,0
12,2,16,65,0,43,19,174,34,0,34,0,0,14,17,0,23,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,7,0,3,3,0,0,0,0,0,0,1,0,Benign,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0
10,0,21,40,6,25,17,165,21,1,64,9,2,13,13,3,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,2,1,7,2,9,3,36,0,0,0,0,0,0,0,Benign,0,1,0,8,0,2,0,0,0,1,0,2,0,0,0
5,3,3,1,3,5,0,427,347,0,18,0,0,1,1,43,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,154,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,198,1594,2,927,218,3879,1896,0,1737,2,3,59,59,187,1097,0,0,437,0,0,0,0,0,0,0,0,0,2,0,563,675,0,0,2,2,3,0,0,0,0,0,1,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2,20,24,3,8,16,103,29,6,20,17,1,3,3,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,9,0,0,0,0,0,0,0,16,0,0,0,0,0,0
5,2,6,3,2,6,4,24,3,0,14,0,2,0,0,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,9,0,5,1,24,15,0,7,0,0,6,6,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,94,132,137,71,113,48,802,117,24,333,24,25,35,39,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,9,3,0,2,3,5,5,5,0,0,0,121,7,0,0,0,1,6,0,Benign,14,1,1,35,5,0,0,0,1,0,0,0,0,0,0
17,1,32,170,0,115,31,620,289,0,134,1,3,27,27,4,40,6,0,200,0,0,0,0,0,0,0,0,0,0,1,198,267,0,0,2,0,1,1,4,3,3,0,2,0,0,0,0,0,Benign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,6,7,3,10,4,51,3,0,22,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,Benign,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0
