file_length,empty_space,string_count,avg_str_length,str_concatenation,minified,unused_function,return_string,Class
10462,0.02,67,53.39,18,0,1,1,Malicious
10486,0.02,67,53.75,18,0,1,1,Malicious
10499,0.02,63,58.1,18,0,1,0,Malicious
10498,0.02,63,58.08,18,0,1,0,Malicious
10469,0.02,67,53.49,18,0,1,1,Malicious
10481,0.02,67,53.67,18,0,1,1,Malicious
10477,0.02,67,53.61,18,0,1,1,Malicious
9688,0.11,466,5.0,47,0,0,3,Malicious
10485,0.02,63,57.87,18,0,1,0,Malicious
10493,0.02,63,58.0,18,0,1,0,Malicious
10479,0.02,63,57.78,18,0,1,0,Malicious
10490,0.02,63,57.95,18,0,1,0,Malicious
13551,0.11,751,5.11,51,0,0,3,Malicious
10470,0.02,67,53.51,18,0,1,1,Malicious
10489,0.02,67,53.79,18,0,1,1,Malicious
10464,0.02,67,53.42,18,0,1,1,Malicious
14549,0.11,744,4.9,60,0,0,3,Malicious
10507,0.02,63,58.22,18,0,1,0,Malicious
10506,0.02,63,58.21,18,0,1,0,Malicious
10509,0.02,63,58.25,18,0,1,0,Malicious
10512,0.02,63,58.3,18,0,1,0,Malicious
10504,0.02,63,58.17,18,0,1,0,Malicious
25158,0.04,164,2.2,141,0,0,0,Malicious
24073,0.04,154,2.34,127,0,0,0,Malicious
38039,0.01,243,139.5,137,0,1,1,Malicious
26066,0.04,170,2.12,139,0,0,0,Malicious
48619,0.04,1029,0.36,144,0,0,0,Malicious
27240,0.1,1507,6.0,168,0,0,0,Malicious
25824,0.04,161,2.15,134,0,0,0,Malicious
52778,0.04,1118,0.34,157,0,0,0,Malicious
49927,0.04,1062,0.35,144,0,0,0,Malicious
48622,0.04,1037,0.36,144,0,0,0,Malicious
