ControlFlow,Exceptions,Expressions,Functions,Literal,LogicalExpression,LoopControlFlow,Loops,ObjectExpressions,Pattern,Property,Return,Statements,ThisExpression,VariableDeclarator,arrayManipulation,avg_str_length,concatenation,dom_operations,encodingObfuscation,eval,file_length,funcArgsCallExpression,funcArgsPrimitiveVal,funcReturnString,funcSelfInvoking,stringCount,varConcatenation,varWithArrayExpression,varWithCallExpression,varWithLiteralString,varWithNewExpression,varWithObjExpression,varWithThisExpression,Class
0,0,9,0,33962,0,0,1,1,0,0,0,3,0,4,1,0,0,0,1,1,78466,0,0,0,0,92,0,1,0,1,1,0,0,Malicious
16,0,157,16,40,12,2,6,12,0,23,14,62,2,33,2,21,0,0,0,0,11920,0,2,0,0,12,0,1,6,0,0,1,0,Benign
1,0,16,1,18720,0,0,1,1,0,0,1,8,0,8,1,1,5,1,1,1,52577,0,1,1,0,102,0,1,3,2,1,0,0,Malicious
0,0,54,0,30,0,0,0,0,0,0,0,26,0,2,0,856,0,0,0,1,26285,26,26,0,0,30,0,0,0,0,2,0,0,Malicious
18,8,588,21,608,10,5,12,5,0,9,17,124,5,49,0,50,66,0,12,1,33475,5,18,1,0,286,3,2,16,5,5,2,1,Malicious
0,0,33,0,57,0,0,0,3,0,0,0,2,0,23,0,11,17,1,0,0,2222,0,2,0,0,27,1,3,2,1,0,0,0,Malicious
106,10,1760,153,684,75,16,16,103,0,172,107,318,69,232,8,5,34,40,5,0,20724,41,382,0,50,488,1,2,110,2,4,5,2,Benign
1,4,1063,2,2505,0,0,0,0,0,0,1,82,2,1,0,6,735,0,15,0,28816,0,0,0,0,1269,0,0,0,0,1,0,0,Malicious
48,0,1798,101,641,102,5,3,46,3,62,28,231,69,182,2,18,26,10,3,0,23112,56,438,2,70,516,6,0,133,2,1,16,0,Benign
5,0,298,16,128,15,0,0,14,0,27,2,36,16,13,0,14,4,14,2,0,3616,0,89,0,15,93,4,0,5,0,0,0,0,Benign
0,0,6,0,3,0,0,0,0,0,0,0,0,0,1,2,4094,0,0,1,0,12797,0,2,0,0,3,0,0,1,0,0,0,0,Malicious
0,0,270,40,100,0,0,0,0,0,0,0,90,40,0,0,9,0,0,0,0,2690,20,90,0,40,90,0,0,0,0,0,0,0,Benign
28,2,302,28,106,31,2,1,15,0,16,19,59,3,28,2,8,2,13,4,0,4059,3,22,0,6,60,3,0,12,0,0,1,0,Benign
1,0,23,0,18912,0,0,1,1,0,0,0,10,2,5,0,1,7,1,0,1,52209,0,2,0,0,105,0,1,0,2,1,0,0,Malicious
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147555,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
22,2,337,23,832,11,5,13,24,0,8,17,139,4,77,6,59,64,0,9,1,28389,7,12,0,0,187,5,5,22,7,9,2,1,Malicious
9,0,312,28,196,17,0,1,67,12,135,19,37,0,79,3,9,0,0,2,0,5225,11,43,0,6,92,0,2,52,0,1,0,0,Benign
113,84,1431,186,550,118,13,6,169,39,251,80,291,41,122,5,20,13,70,14,0,30339,12,79,0,3,330,2,0,38,22,8,9,0,Benign
19,2,492,20,506,8,5,11,20,0,0,13,118,3,68,2,79,59,2,10,1,25663,6,15,0,0,138,3,3,20,8,9,0,0,Malicious
1,0,23,0,17619,0,0,1,1,0,0,0,10,2,5,0,1,7,1,0,1,48837,0,2,0,0,105,0,1,0,2,1,0,0,Malicious
3,0,20,2,12,0,0,1,0,0,0,2,7,0,0,1,172,4,0,3,1,1487,3,5,0,1,7,0,0,0,0,0,0,0,Benign
13,0,345,28,124,6,0,0,9,0,16,5,121,23,26,0,10,11,8,1,0,4327,0,74,0,17,107,0,1,16,2,1,1,0,Benign
5,0,148,11,53,12,0,0,2,0,3,0,48,2,7,0,19,9,8,0,0,1993,6,27,0,8,30,0,0,3,0,0,1,0,Benign
144,1,2144,170,6630,42,0,15,84,0,169,53,866,44,306,2,12,221,71,28,0,160143,15,594,29,94,6312,15,11,127,40,10,17,0,Benign
0,0,9,0,17150,0,0,1,1,0,92,0,4,0,4,0,2,1,0,0,1,95208,0,0,0,0,17149,0,0,0,1,1,1,0,Malicious
2,2,380,7,332,0,2,4,0,0,0,6,192,1,30,7,52,9,6,1,1,9273,3,24,0,0,59,2,0,4,4,11,0,0,Malicious
14,6,135,9,32,5,1,3,9,0,3,7,59,1,14,4,3,4,6,11,0,3424,4,8,0,3,16,0,0,3,0,1,1,0,Benign
21,2,293,18,781,8,5,12,21,0,0,11,118,4,76,0,77,64,0,9,1,27853,6,13,0,0,143,4,4,22,8,10,0,1,Malicious
1,0,7,0,14287,0,0,0,1,0,0,0,4,0,1,0,1,2,1,0,1,114409,0,2,0,0,14285,0,1,0,0,0,0,0,Malicious
14,0,50,3,46,6,0,0,0,0,0,7,21,0,5,0,8,2,9,0,0,1629,0,10,0,0,20,1,0,0,0,0,0,0,Benign
0,0,15998,1,16000,0,0,1,1,0,0,1,91,0,90,0,1,4,0,0,1,129001,0,0,0,0,93,1,1,0,1,0,0,0,Malicious
1,0,67,2,36,0,0,0,0,0,0,3,31,0,1,3,366,0,0,0,1,13542,26,32,0,0,35,0,0,0,0,1,0,0,Malicious
1,0,16,1,18425,0,0,1,1,0,0,1,8,0,8,1,1,5,1,1,1,51771,0,1,1,0,102,0,1,3,2,1,0,0,Malicious
52,0,535,36,151,45,9,9,16,0,13,25,228,9,70,8,8,9,12,12,0,21577,1,40,0,9,84,2,4,18,1,1,1,0,Benign
1,0,67,2,36,0,0,0,0,0,0,3,31,0,1,3,373,0,0,0,1,13803,26,32,0,0,35,0,0,0,0,1,0,0,Malicious
1,0,18,1,36258,0,0,1,1,0,92,1,9,2,8,0,1,18048,0,0,1,155520,0,1,0,0,36255,2,0,2,1,1,1,0,Malicious
128,8,1825,74,1342,268,1,3,337,0,948,67,117,0,234,69,8,0,0,70,0,34730,96,178,0,28,703,1,1,57,0,1,2,0,Benign
0,0,102,0,17965,0,0,1,2,0,92,0,4,0,4,0,2,3,0,0,1,97257,0,0,0,0,17868,0,1,0,1,0,1,0,Malicious
52,8,1185,67,325,142,0,10,53,0,114,41,128,20,97,21,11,10,43,18,0,14759,5,69,0,22,190,1,3,16,0,4,7,0,Benign
395,3,5241,321,1779,389,29,44,175,0,125,328,522,576,428,39,6,190,0,46,0,53324,109,517,0,83,775,24,18,82,4,0,16,6,Benign
53,7,602,40,117,44,3,5,21,0,42,32,194,89,56,9,11,7,30,5,0,11055,5,16,0,9,39,4,1,18,0,1,1,2,Benign
61,0,957,57,446,11,0,0,29,9,104,9,342,22,28,5,16,23,9,2,0,38020,18,277,0,37,341,2,0,19,0,0,1,0,Benign
19,2,497,20,475,8,5,11,2,0,0,13,119,3,66,2,81,54,2,11,1,24686,8,14,0,0,134,3,1,20,8,9,0,0,Malicious
1,0,16,1,18351,0,0,1,1,0,0,1,8,0,8,1,1,5,1,1,1,51574,0,1,1,0,102,0,1,3,2,1,0,0,Malicious
183,2,3528,248,1653,196,10,45,660,0,1397,159,500,14,785,24,24,6,4,15,0,79096,293,455,1,84,1221,2,0,302,1,18,18,0,Benign
1,0,16,1,18730,0,0,1,1,0,0,1,8,0,8,1,1,5,1,1,1,52604,0,1,1,0,102,0,1,3,2,1,0,0,Malicious
0,0,16076,1,16078,0,0,1,1,0,0,1,93,0,92,0,1,4,0,0,1,129738,0,0,0,0,95,1,1,0,1,0,0,0,Malicious
105,6,1540,115,527,134,6,7,102,0,193,81,192,81,163,17,7,52,3,9,0,16923,16,56,0,37,212,10,3,44,6,0,6,1,Benign
149,6,2557,164,673,237,0,21,92,0,204,120,349,90,258,21,18,42,10,14,0,36360,29,263,0,58,391,6,6,117,2,3,6,3,Benign
0,0,176,1,177,0,0,0,0,0,0,1,89,0,0,0,1,0,0,0,0,174216,0,0,0,0,176,0,0,0,0,0,0,0,Malicious
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147400,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
51,0,985,62,601,110,1,11,8,0,64,77,87,54,95,5,15,18,0,44,0,18456,14,181,0,59,289,5,4,12,4,2,0,0,Benign
1,0,23,0,18173,0,0,1,1,0,0,0,10,2,5,0,1,7,1,0,1,50310,0,2,0,0,105,0,1,0,2,1,0,0,Malicious
1,0,16,1,18424,0,0,1,1,0,0,1,8,0,8,1,1,5,1,1,1,51806,0,1,1,0,103,0,1,3,2,1,0,0,Malicious
55,1,463,28,101,20,3,7,26,0,31,30,168,38,32,2,20,2,11,6,0,19260,6,19,0,4,55,0,0,11,0,0,2,2,Benign
16,2,127,6,35,3,0,0,5,0,9,7,51,0,7,0,28,0,11,0,0,3880,1,12,0,2,29,0,0,1,1,0,2,0,Benign
3,0,184,23,62,5,0,2,20,3,41,9,21,9,46,1,15,0,0,0,0,2297,8,28,0,0,5,0,0,34,0,0,0,0,Benign
77,9,780,100,676,75,1,14,52,0,202,91,190,1,105,13,14,43,9,2,0,14024,8,71,0,34,300,4,3,15,2,3,8,0,Benign
26,0,297,6,658,3,1,5,124,0,514,4,70,0,28,4,33,80,30,15,0,36429,3,34,0,2,549,3,2,12,0,0,0,0,Benign
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64405,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
1,2,197,2,484,0,0,0,1,0,0,1,52,2,7,5,10,159,0,5,0,8104,0,14,0,0,444,1,1,1,0,3,0,1,Malicious
0,0,2,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,60444,0,1,0,0,1,0,0,0,1,0,0,0,Malicious
2,2,374,7,340,0,2,4,1,0,0,6,186,1,34,2,53,9,6,1,1,10486,3,23,1,0,67,2,1,4,5,11,0,0,Malicious
9,4,94,6,32,11,2,2,5,0,7,2,29,0,17,1,7,0,4,0,0,1162,0,6,0,4,15,1,1,1,1,1,3,0,Benign
3,0,3408,11,4205,1,2,2,11,0,0,8,1137,0,5,2,1,9,0,4,1,22449,10,16,0,0,1824,0,2,0,2,1,0,0,Malicious
267,10,1513,92,690,43,16,6,101,1,198,18,465,4,141,48,18,59,36,26,0,66277,20,174,1,41,499,18,38,31,8,1,1,0,Benign
69,10,1543,124,183,122,0,6,112,0,208,97,223,128,212,6,7,13,5,4,0,18671,26,11,0,36,66,7,4,37,0,1,8,6,Benign
19,2,300,20,474,8,5,11,2,0,0,14,121,3,68,2,79,57,2,11,1,24603,7,13,0,0,132,4,1,20,9,9,0,0,Malicious
4,0,72,8,30,1,0,0,2,0,9,4,29,0,9,0,20,4,15,0,0,2370,1,10,0,5,25,0,0,3,4,0,0,0,Benign
1,0,16,1,213,0,0,1,1,0,91,1,9,1,9,0,363,20,1,1,1,78069,0,2,0,0,211,2,0,4,1,0,1,0,Malicious
1,0,9,0,13902,0,0,0,1,0,0,0,4,0,1,1,1,4,1,0,1,69657,0,2,0,0,13900,0,1,0,0,0,0,0,Malicious
79,0,1695,64,664,7,0,0,1,0,0,21,507,79,113,2,12,44,5,36,0,39146,174,382,0,53,416,54,0,53,0,0,1,0,Benign
93,5,1282,134,433,156,0,18,69,0,151,86,248,1,177,33,6,95,21,33,0,17537,11,69,1,60,211,7,4,56,6,2,10,0,Benign
19,2,503,20,471,8,5,11,2,0,0,13,121,3,68,2,84,54,2,10,1,27793,7,13,0,0,130,3,1,20,10,9,0,0,Malicious
2,2,84,8,58,0,0,3,5,0,0,5,34,0,11,0,2100,7,1,5,0,34042,4,7,0,0,15,1,2,3,1,0,0,0,Malicious
142,7,1806,154,509,141,10,39,108,0,58,127,305,139,181,18,7,51,37,11,0,20027,9,88,0,26,228,4,4,51,1,4,4,5,Benign
124,25,2049,180,432,129,7,21,96,0,172,112,399,192,222,33,10,6,48,38,0,25920,38,110,0,81,252,4,0,50,1,7,3,5,Benign
605,31,8143,559,2046,1125,18,162,382,0,518,474,1096,433,913,107,6,264,11,95,1,84319,86,289,0,139,926,25,36,110,10,14,31,18,Benign
315,4,2308,79,1443,82,30,18,10,0,15,47,759,4,203,6,12,185,362,44,1,84331,22,384,14,2,1053,10,0,72,18,8,0,0,Benign
55,5,536,53,307,69,0,2,101,0,256,35,97,2,215,5,9,2,0,2,0,12272,7,60,0,13,204,4,1,20,4,3,3,0,Benign
695,52,9162,598,2330,1304,18,174,397,0,534,508,1223,431,978,108,7,278,19,103,0,95788,96,355,0,155,1076,24,36,112,12,12,29,18,Benign
22,0,439,16,182,76,1,4,10,0,16,2,97,13,29,6,8,47,2,0,0,13464,17,55,0,13,154,0,6,7,0,1,2,0,Benign
1,0,9,0,13959,0,0,0,1,0,0,0,4,0,1,1,1,4,1,0,1,69948,0,2,0,0,13957,0,1,0,0,0,0,0,Malicious
27,7,750,71,157,65,0,10,43,0,69,40,125,52,69,11,15,3,12,7,0,8878,12,25,0,21,79,1,2,27,0,1,2,0,Benign
14,4,324,17,374,10,4,7,4,0,4,17,98,5,36,7,7,44,1,21,0,7818,2,10,0,0,226,2,1,12,0,4,2,1,Malicious
5,0,46,4,16,5,0,1,0,0,0,2,24,10,7,0,10,0,6,0,0,1760,0,10,0,1,13,0,0,2,0,0,0,2,Benign
1,0,19,0,31,0,0,1,1,0,0,0,11,1,18,0,66,15,1,1,0,1969,0,3,0,0,22,2,1,0,9,1,0,0,Malicious
172,2,6423,285,1370,350,1,34,190,0,301,88,725,1029,329,39,9,165,41,33,0,86263,119,609,1,120,943,31,7,111,6,2,10,4,Benign
0,0,11,0,16720,0,0,1,1,0,92,0,4,0,4,0,2,2,0,0,1,90445,0,0,0,0,16715,0,0,0,1,1,1,0,Malicious
6,2,101,7,40,2,0,0,0,0,0,0,36,4,6,2,16,0,9,1,0,3482,0,29,1,5,31,0,0,4,1,0,0,0,Benign
710,4,12328,345,3251,1501,4,200,244,0,247,301,870,1566,1094,80,6,576,10,123,0,104232,81,474,0,52,948,48,35,63,7,5,26,77,Benign
158,6,1453,100,616,71,11,7,33,0,111,47,516,31,157,8,10,66,61,18,0,47635,14,318,0,40,374,15,2,88,2,2,6,0,Benign
0,0,25,0,27,0,0,0,0,0,0,0,23,0,2,0,513,0,0,0,1,17158,0,23,0,0,27,0,0,0,0,2,0,0,Malicious
68,27,811,97,276,81,0,12,74,0,83,94,182,9,148,11,14,0,3,9,0,11604,14,64,0,34,95,0,4,57,0,4,1,0,Benign
0,0,53,8,25,0,0,0,6,0,15,0,20,4,10,0,12,7,2,0,0,1669,0,12,0,5,23,1,0,7,0,0,1,0,Benign
588,117,7503,994,5509,577,7,97,949,0,1690,617,1845,360,1802,62,7,239,17,68,0,97621,137,1570,1,153,820,76,19,875,52,13,24,8,Benign
396,4,6301,278,1770,455,4,24,112,0,385,62,1226,412,285,17,9,346,49,25,0,62154,31,509,12,154,893,19,6,35,19,1,9,2,Benign
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174828,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
49,0,2091,59,354,159,0,1,49,0,137,23,107,303,59,2,7,46,15,1,0,18291,35,116,0,14,146,3,0,15,0,0,0,5,Benign
12,4,343,17,383,10,4,7,6,0,4,14,102,9,38,7,8,44,1,22,0,8206,5,16,0,0,237,2,1,12,1,5,2,1,Malicious
0,0,8,0,17676,0,0,1,1,0,92,0,3,0,4,0,2,0,0,0,1,98177,0,0,0,0,17675,0,0,0,1,1,1,0,Malicious
1,0,105,1,102,0,0,0,0,0,0,2,5,0,24,3,171,0,0,0,1,15173,23,29,0,0,78,0,0,1,0,0,0,0,Malicious
0,0,176,1,177,0,0,0,0,0,0,1,89,0,0,0,1,0,0,0,0,169318,0,0,0,0,176,0,0,0,0,0,0,0,Malicious
62,7,515,40,164,26,6,9,18,0,9,37,202,42,72,12,6,22,0,9,0,21800,5,6,0,3,88,1,6,8,2,2,1,2,Benign
19,2,493,20,469,8,5,11,2,0,0,13,119,3,66,2,87,53,2,11,1,29511,7,14,0,0,130,3,1,20,8,9,0,0,Malicious
834,27,5705,687,1739,707,15,113,203,0,255,788,1042,175,1097,70,5,193,0,48,0,70418,190,192,2,177,675,81,21,292,50,9,10,15,Benign
14,0,274,13,2967,6,1,2,19,0,24,0,81,0,38,1,12,21,27,1,1,48060,4,87,0,7,2910,6,13,8,0,0,0,0,Benign
0,0,16342,1,16344,0,0,1,1,0,0,1,92,0,91,0,1,4,0,0,1,131339,0,0,0,0,94,1,1,0,1,0,0,0,Malicious
8,0,327,29,98,12,0,1,5,0,9,0,70,0,19,5,9,15,4,1,0,4170,16,49,0,26,80,1,2,4,1,1,1,0,Benign
336,44,4316,320,1189,363,51,38,251,0,373,299,699,207,391,39,10,41,57,29,0,48926,90,309,0,138,471,4,8,126,2,9,11,0,Benign
14,2,299,36,70,25,0,3,12,0,13,18,64,5,28,1,13,0,2,1,0,3330,2,16,0,5,23,0,0,16,0,1,1,0,Benign
45,0,1800,174,777,47,1,6,260,0,297,153,227,0,204,40,25,3,4,37,0,33681,51,201,0,142,468,0,5,96,1,0,1,0,Benign
17,0,305,15,121,6,0,0,0,0,0,4,78,41,45,0,10,43,2,1,0,7155,11,70,0,10,108,4,0,34,0,0,0,0,Benign
0,0,9,0,35854,0,0,1,1,0,0,0,3,0,4,1,0,0,0,1,1,82690,0,0,0,0,92,0,1,0,1,1,0,0,Malicious
295,2,5743,170,1292,620,1,44,76,0,216,81,516,38,275,30,10,232,68,10,0,60391,35,209,0,39,521,28,9,46,2,2,2,0,Benign
25,10,516,55,133,49,0,4,7,0,0,15,197,31,46,3,16,19,34,0,0,5986,14,25,0,16,58,1,2,5,0,5,0,0,Benign
1,0,15,1,17175,0,0,1,1,0,91,1,9,1,9,0,3,34,1,0,1,105232,0,1,0,0,17173,2,0,3,1,1,1,0,Malicious
1524,191,10198,560,4273,1116,202,184,276,0,629,576,2008,94,929,50,11,123,44,39,0,131676,145,347,1,80,1061,45,16,148,6,9,45,4,Benign
14,0,236,17,35,8,0,0,3,0,15,15,57,57,4,0,11,12,3,0,0,4411,2,2,0,4,15,1,0,0,0,0,0,0,Benign
128,2,5221,208,845,297,1,29,165,0,255,65,415,987,207,36,9,110,40,24,0,44342,105,281,0,87,522,18,5,44,4,0,7,4,Benign
58,4,710,59,187,28,1,9,25,0,84,55,272,54,155,7,8,16,0,3,0,38887,8,50,0,6,132,1,5,29,3,1,3,0,Benign
61,1,540,41,158,13,7,4,20,0,30,26,241,21,67,0,8,20,15,1,0,13537,0,50,0,12,77,5,2,12,0,0,2,0,Benign
118,10,1398,220,464,152,0,17,35,0,11,124,392,53,367,9,12,5,2,4,0,18357,27,212,1,10,146,3,5,209,8,4,3,8,Benign
3,0,145,14,38,13,0,0,3,0,1,0,30,5,7,0,11,1,12,0,0,1804,2,22,0,11,26,0,0,2,0,1,0,0,Benign
7,1,76,9,25,2,0,0,4,0,5,1,39,4,14,1,14,6,0,0,0,1238,0,8,0,4,18,0,1,5,2,0,1,0,Benign
1,0,105,1,106,0,0,0,0,0,0,2,5,0,24,1,162,1,0,0,1,15068,23,29,0,0,82,0,0,1,0,0,0,0,Malicious
0,0,172,1,173,0,0,0,0,0,0,1,87,0,0,0,1,0,0,0,0,174281,0,0,0,0,172,0,0,0,0,0,0,0,Malicious
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62891,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
14,1,172,12,43,9,0,3,6,0,0,11,22,4,29,7,6,7,2,5,0,1955,5,15,0,2,36,0,1,5,1,1,2,0,Benign
0,0,8,0,17870,0,0,1,1,0,92,0,3,0,4,0,2,0,0,0,1,99336,0,0,0,0,17869,0,0,0,1,1,1,0,Malicious
26,0,543,40,78,10,0,3,36,0,67,3,154,106,32,7,8,29,1,0,0,6097,8,41,0,13,60,0,4,2,0,3,6,0,Benign
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60471,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
0,0,9,0,17181,0,0,1,1,0,92,0,4,0,4,0,2,1,0,0,1,95324,0,0,0,0,17180,0,0,0,1,1,1,0,Malicious
2,0,102,10,38,2,0,0,5,0,2,2,24,6,10,0,15,3,0,2,0,1681,0,29,0,6,36,0,2,6,0,0,1,0,Benign
321,71,4571,591,1116,444,1,39,273,0,525,499,964,368,673,68,13,142,9,42,0,60694,62,159,1,181,437,10,21,237,14,17,22,6,Benign
10,0,137,13,31,2,0,0,4,0,7,2,58,8,14,0,11,1,10,0,0,2006,2,16,0,12,17,0,0,7,1,0,3,0,Benign
0,0,9,0,35900,0,0,1,1,0,0,0,3,0,4,1,0,0,0,1,1,82940,0,0,0,0,92,0,1,0,1,1,0,0,Malicious
543,60,7023,614,2923,424,51,44,843,0,1620,537,878,433,696,56,12,38,48,36,0,109378,451,750,1,139,1627,3,5,236,31,2,7,10,Benign
1,0,23,0,18851,0,0,1,1,0,0,0,10,1,5,1,1,11,2,1,1,52139,0,2,0,0,109,0,1,0,2,1,0,0,Malicious
0,0,11,0,17145,0,0,1,1,0,92,0,4,0,4,0,2,2,0,0,1,93078,0,0,0,0,17140,0,0,0,1,1,1,0,Malicious
69,12,754,42,231,17,1,14,19,0,37,29,277,66,66,7,8,61,26,11,0,9904,8,84,1,2,148,1,1,20,2,6,2,0,Benign
1,0,105,1,129,0,0,0,0,0,0,2,5,0,24,1,356,1,0,0,1,77236,23,29,0,0,82,0,0,1,0,0,0,0,Malicious
33,6,458,38,274,5,4,11,11,0,0,23,180,39,18,8,24,50,0,24,1,12846,13,54,5,10,225,0,0,8,1,3,0,1,Malicious
6,0,278,23,60,20,0,1,20,0,46,5,41,10,18,0,12,8,10,1,0,3443,2,12,0,6,27,0,0,1,0,0,4,0,Benign
724,62,9304,614,2319,1301,21,178,417,0,562,521,1357,432,993,109,6,302,24,119,0,116306,95,396,1,160,1144,29,35,135,11,0,30,17,Benign
7,0,51,7,25,4,0,1,10,0,37,5,21,0,6,0,19,0,0,0,0,5159,0,1,0,0,16,0,0,3,0,0,0,0,Benign
26,2,444,28,119,41,0,6,15,0,25,17,63,2,55,12,11,19,2,5,0,5700,3,29,1,9,79,1,2,9,3,1,3,0,Benign
1,0,105,1,102,0,0,0,0,0,0,2,5,0,24,3,170,0,0,0,1,15113,23,29,0,0,78,0,0,1,0,0,0,0,Malicious
235,22,2488,51,729,61,24,27,6,0,5,46,731,361,171,13,6,233,33,31,1,27658,31,164,0,0,415,8,3,69,2,10,1,2,Benign
227,2,5028,160,1287,310,8,22,109,0,170,48,579,121,263,19,13,138,42,17,0,54397,41,426,0,51,665,6,4,52,4,1,4,0,Benign
437,47,6137,533,1632,415,15,54,394,0,1004,419,960,659,700,64,10,80,31,40,0,81594,140,201,1,178,767,60,7,130,1,13,12,18,Benign
19,2,492,20,506,8,5,11,20,0,0,13,118,3,68,2,79,59,2,10,1,25651,6,15,0,0,138,3,3,20,8,9,0,0,Malicious
24,26,959,101,178,39,0,3,49,7,56,45,180,116,48,7,9,0,3,0,0,11085,22,66,0,4,86,0,3,14,0,5,1,0,Benign
1119,154,14086,1459,3778,1510,43,181,747,0,988,856,5032,659,1623,225,7,379,28,240,0,174359,252,959,12,429,2016,34,105,329,25,13,82,11,Benign
470,33,8798,685,1780,585,15,60,306,3,402,303,1465,1168,863,59,9,291,188,63,0,99839,57,400,2,197,961,67,16,186,14,13,51,8,Benign
1,0,69,2,36,0,0,0,0,0,0,3,31,0,1,3,373,0,0,2,1,13829,26,32,0,0,35,0,0,0,0,1,0,0,Malicious
345,0,3927,120,1008,115,9,18,89,0,159,41,1292,105,218,13,10,100,24,9,0,89230,33,304,1,28,456,6,1,21,0,0,4,0,Benign
123,34,3468,289,1425,178,1,15,296,0,473,230,436,48,418,42,12,6,32,36,0,43805,202,518,0,102,521,0,3,202,1,2,7,5,Benign
206,38,3487,365,675,226,11,24,165,0,194,246,710,225,398,47,12,95,80,48,0,41764,67,152,1,161,334,5,22,106,15,32,26,3,Benign
31,0,201,14,136,17,0,2,1,0,25,6,101,0,31,0,9,37,22,11,0,8407,0,32,0,7,101,5,0,4,10,2,1,0,Benign
15,0,249,10,1974,37,0,0,256,0,962,8,73,0,21,2,21,4,29,0,0,69921,0,55,0,6,1655,0,0,4,0,0,0,0,Benign
0,0,3,0,36,0,0,0,0,0,0,0,2,0,1,0,491,34,1,0,1,24032,0,1,0,0,35,1,0,0,0,0,0,0,Malicious
19,2,502,20,472,8,5,11,2,0,0,13,122,3,66,2,85,56,2,11,1,26732,7,14,0,0,130,3,1,20,8,9,0,0,Malicious
0,0,42,2,17,0,0,0,0,0,0,0,12,2,0,0,17,1,1,0,0,2118,1,16,0,2,17,0,0,0,0,0,0,0,Benign
4,0,43,7,16,2,0,0,2,0,2,0,22,1,3,0,12,1,2,0,0,1387,0,9,0,4,11,0,0,1,0,0,0,1,Benign
126,13,2025,141,600,189,4,24,100,0,85,83,372,44,280,35,10,90,64,31,0,30016,19,150,0,37,358,4,8,83,4,6,14,4,Benign
1,0,7,0,14394,0,0,0,1,0,0,0,4,0,1,0,1,2,1,0,1,115269,0,2,0,0,14392,0,1,0,0,0,0,0,Malicious
157,3,2253,198,365,85,2,17,51,0,20,130,898,428,191,13,10,72,113,13,0,59780,28,142,0,44,263,16,3,51,0,8,4,2,Benign
16,0,1102,47,367,62,0,0,21,0,33,0,95,76,52,7,16,60,38,5,0,13567,16,249,0,45,296,1,1,20,1,0,0,0,Benign
51,4,1975,131,697,79,0,14,45,0,145,19,339,76,200,6,79,97,42,16,1,61450,29,409,1,77,551,4,5,117,6,2,5,0,Benign
0,0,2,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,62920,0,1,0,0,1,0,0,0,1,0,0,0,Malicious
32,0,587,50,206,41,4,0,42,0,51,7,117,0,34,8,9,14,2,1,0,7076,10,46,0,33,114,3,2,9,2,6,0,0,Benign
1,4,42,1,38,0,4,3,1,0,0,1,17,1,19,0,11,5,5,0,0,1538,0,10,0,0,27,2,1,8,1,1,0,0,Malicious
2,0,245,6,124,0,0,1,2,0,0,6,85,0,13,66,132,14,0,4,1,13325,19,95,0,0,69,0,1,2,0,0,0,0,Malicious
0,0,6,1,2441,0,0,0,355,0,2749,0,3,0,0,0,8,0,1,0,0,93489,0,1,0,1,1220,0,0,0,0,0,0,0,Benign
58,8,1249,108,533,88,0,5,150,0,270,67,225,32,267,9,17,0,2,6,0,19156,63,129,0,34,222,0,3,137,0,2,5,2,Benign
1,0,16,1,213,0,0,1,1,0,91,1,9,1,9,0,337,20,1,1,1,72524,0,2,0,0,211,2,0,4,1,0,1,0,Malicious
9,0,60,6,11,4,0,0,3,0,0,1,25,4,9,1,6,3,9,0,0,2036,0,7,0,5,6,0,1,3,0,0,0,0,Benign
1,4,55,0,51,0,3,3,2,0,0,0,24,0,20,0,13,7,7,0,0,10102,0,12,0,0,38,2,1,8,1,1,0,0,Malicious
0,0,4,0,44,0,0,0,23,0,22,0,2,0,0,0,47,0,2,0,0,2336,0,0,0,0,44,0,0,0,0,0,0,0,Benign
4,0,33,4,17,1,0,2,2,0,0,4,13,0,0,1,3764,4,0,4,1,36033,3,6,1,1,9,0,0,0,0,0,0,0,Benign
1,0,105,1,106,0,0,0,0,0,0,2,5,0,24,1,159,1,0,0,1,14891,23,29,0,0,82,0,0,1,0,0,0,0,Malicious
14,0,173,21,52,25,0,2,9,0,10,11,41,0,11,0,11,1,4,0,0,2309,2,23,0,4,33,0,0,4,0,0,1,0,Benign
1,0,9,0,13873,0,0,0,1,0,0,0,4,0,1,1,1,4,1,0,1,69510,0,2,0,0,13871,0,1,0,0,0,0,0,Malicious
0,0,176,1,177,0,0,0,0,0,0,1,89,0,0,0,1,0,0,0,0,174457,0,0,0,0,176,0,0,0,0,0,0,0,Malicious
