ControlFlow,Exceptions,Expressions,Functions,Literal,LogicalExpression,LoopControlFlow,Loops,ObjectExpressions,Pattern,Property,Return,Statements,ThisExpression,VariableDeclarator,arrayManipulation,avg_str_length,concatenation,dom_operations,encodingObfuscation,eval,file_length,funcArgsCallExpression,funcArgsPrimitiveVal,funcReturnString,funcSelfInvoking,stringCount,varConcatenation,varWithArrayExpression,varWithCallExpression,varWithLiteralString,varWithNewExpression,varWithObjExpression,varWithThisExpression,Class
3,0,45,4,26,0,0,2,0,0,0,3,19,0,9,0,6,8,4,4,0,1761,0,12,0,2,16,2,0,4,0,1,0,0,Benign
19,2,493,20,469,8,5,11,2,0,0,13,119,3,66,2,87,53,2,11,1,28586,7,14,0,0,130,3,1,20,8,9,0,0,Malicious
12,0,578,50,80,36,1,9,36,0,38,18,135,67,53,10,4,13,1,0,0,5693,3,9,0,15,16,0,0,7,0,3,4,1,Benign
1,0,67,2,36,0,0,0,0,0,0,3,31,0,1,3,367,0,0,0,1,13591,26,32,0,0,35,0,0,0,0,1,0,0,Malicious
90,0,1620,88,530,142,3,13,17,0,72,14,217,48,104,0,8,78,12,0,0,15897,7,155,0,29,258,11,1,14,3,0,6,0,Benign
7,0,181,6,70,10,0,2,3,0,15,4,21,0,31,0,7,20,7,5,0,2332,5,18,0,2,46,2,0,9,11,0,1,0,Benign
17,0,688,46,163,40,0,1,18,0,26,22,84,7,17,2,6,48,4,3,0,6425,10,29,0,14,103,3,1,5,2,0,1,0,Benign
1,2,21,1,164,0,0,0,15,0,88,0,12,0,10,0,7,2,2,1,0,2846,0,4,0,1,114,0,2,0,7,0,1,0,Benign
25,0,408,25,175,39,2,3,39,0,54,18,49,0,112,18,4,0,4,12,0,4554,9,33,0,8,66,0,1,37,0,0,1,0,Benign
18,4,308,23,858,9,5,10,5,0,8,17,120,4,54,0,37,58,0,11,1,23775,7,16,0,0,279,4,2,19,5,7,2,1,Malicious
36,0,3346,382,1091,141,0,0,333,83,815,200,309,267,535,9,16,4,19,9,0,45292,177,252,34,0,600,5,0,431,3,0,0,2,Benign
5,0,84,9,45,0,0,0,4,0,8,0,38,2,8,0,10,3,5,0,0,3008,0,30,0,9,30,1,0,3,0,0,0,0,Benign
298,58,3510,309,976,251,37,26,158,0,224,290,631,199,405,68,8,14,26,74,0,39873,60,202,2,88,471,5,5,112,6,24,11,0,Benign
660,49,8778,570,2168,1207,23,160,377,0,585,529,1128,442,959,101,6,272,15,107,0,93345,96,374,0,146,1015,24,36,111,9,9,26,14,Benign
0,0,102,0,17657,0,0,1,2,0,92,0,4,0,4,0,2,3,0,0,1,96419,0,0,0,0,17560,0,1,0,1,0,1,0,Malicious
1,0,18,1,19358,0,0,1,1,0,0,1,8,1,8,1,1,8,0,1,1,54387,0,1,0,0,106,1,1,3,1,1,0,0,Malicious
7,0,164,8,52,1,2,0,0,0,0,2,41,10,11,0,11,0,2,0,0,2446,2,44,0,7,43,0,0,0,0,0,0,0,Benign
12,1,97,17,31,20,0,2,8,0,4,15,27,2,9,7,12,0,0,2,0,1585,2,3,0,8,19,0,1,3,0,1,0,0,Benign
5,0,98,14,48,1,0,1,3,0,14,3,53,0,15,0,14,1,5,3,0,2331,0,15,0,5,33,0,0,7,1,1,1,0,Benign
10,0,146,5,52,0,0,2,0,0,0,3,42,5,11,0,11,6,1,0,0,1885,0,39,0,5,47,0,0,7,0,0,0,0,Benign
43,0,617,34,177,17,0,2,5,0,29,0,185,106,27,0,9,6,2,1,0,10148,3,66,0,27,92,0,0,3,0,0,0,0,Benign
20,1,403,33,104,53,0,1,25,0,23,12,118,14,42,5,6,10,2,6,0,4582,10,22,0,14,67,0,1,8,0,0,5,0,Benign
5,2,76,4,46,1,0,0,4,0,15,1,29,2,10,0,11,0,5,1,0,1564,1,17,0,2,38,0,0,1,0,0,0,0,Benign
2,0,36,7,27,0,0,0,1,0,7,1,16,4,4,0,9,7,0,0,0,1667,2,8,2,3,27,0,0,0,2,1,1,0,Benign
0,0,96,0,17591,0,0,1,2,0,92,0,2,0,4,0,4,3,0,0,1,131965,0,0,0,0,17498,0,1,0,1,0,1,0,Malicious
1,0,105,1,102,0,0,0,0,0,0,2,5,0,24,3,170,0,0,0,1,15111,23,29,0,0,78,0,0,1,0,0,0,0,Malicious
7,0,69,8,37,1,0,0,1,0,6,2,33,2,10,0,19,2,0,0,0,2261,0,20,1,4,29,0,0,8,1,0,0,0,Benign
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61839,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
5,0,110,5,46,6,0,1,5,0,2,2,20,0,6,2,10,4,10,1,0,1494,0,7,0,2,37,0,0,2,0,0,0,0,Benign
1,0,67,2,36,0,0,0,0,0,0,3,31,0,1,3,366,0,0,0,1,13539,26,32,0,0,35,0,0,0,0,1,0,0,Malicious
121,2,4997,200,822,287,1,29,159,0,242,61,399,940,202,36,9,131,40,24,0,42837,101,265,0,82,517,18,5,43,4,0,7,4,Benign
11,4,339,19,382,14,4,8,5,0,3,15,85,5,31,1,7,38,1,14,0,5551,2,9,0,0,211,2,3,9,0,3,1,1,Malicious
90,0,895,28,571,27,2,5,125,0,250,18,274,19,76,50,12,20,94,2,1,31957,9,167,0,24,484,0,10,32,3,0,9,0,Benign
43,0,466,29,138,5,4,1,23,0,51,14,132,59,25,0,5,21,12,4,0,10145,3,28,0,7,83,2,0,10,0,0,1,4,Benign
50,2,791,56,262,38,0,1,55,0,162,25,115,48,83,2,9,12,24,7,0,10224,6,87,0,13,149,1,0,36,4,1,3,0,Benign
379,75,5183,480,1501,384,48,34,244,0,379,392,967,244,670,90,8,20,69,90,0,60440,102,334,2,156,609,6,6,220,7,28,17,0,Benign
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63855,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
408,17,6459,536,1327,475,13,24,360,25,556,289,860,911,790,42,9,71,80,45,0,78081,55,223,7,74,822,31,8,208,93,10,63,8,Benign
838,74,11817,847,3001,1553,32,190,498,0,670,651,2006,544,1246,204,8,329,65,177,0,147126,163,529,1,226,1480,28,43,155,19,22,43,18,Benign
1,0,3,1,11287,0,0,0,1,0,0,1,3,0,1,0,2,0,0,0,1,80794,0,0,0,0,11286,0,1,0,0,0,0,0,Malicious
1,0,6,0,14255,0,0,0,1,0,0,0,3,0,1,0,1,0,1,0,1,71423,1,2,0,0,14253,0,1,0,0,0,0,0,Malicious
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147615,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
8,0,94,4,44,8,0,1,1,0,0,8,22,0,12,0,13,0,17,6,0,1593,1,7,0,1,15,0,0,1,2,0,0,0,Malicious
236,7,8888,429,1668,517,4,36,259,0,419,133,1425,1462,464,42,10,212,95,36,0,82271,164,644,0,173,1079,22,5,126,15,0,12,9,Benign
6,2,143,4,40,8,0,4,3,0,1,3,21,0,24,3,7,4,9,5,0,1657,5,12,0,2,17,0,1,9,1,0,2,0,Benign
1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40262,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
20,2,177,17,54,7,0,3,4,0,0,3,87,0,19,2,10,18,12,4,0,3714,1,22,0,12,33,3,0,5,1,1,0,0,Benign
23,2,338,23,868,9,5,13,27,0,8,17,134,4,74,4,47,61,0,9,1,25227,7,14,0,0,224,3,5,22,6,9,2,1,Malicious
144,0,1804,117,190,43,23,39,57,32,106,102,504,333,190,40,15,7,0,4,0,44373,24,31,0,0,32,3,11,79,0,3,2,4,Benign
0,0,5,0,2,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,1,57887,1,1,0,0,2,0,0,0,0,0,0,0,Malicious
1,0,46,6,13,0,0,0,1,0,1,0,16,3,2,0,14,4,2,0,0,1189,0,10,0,5,10,2,0,0,0,0,0,0,Benign
3,2,28,2,28,6,0,0,3,0,0,1,13,0,8,0,26,8,6,0,0,1033,0,2,0,2,17,0,0,0,4,0,0,0,Benign
14,2,205,93,478,3,1,3,0,0,0,92,230,3,247,0,1,283,6,0,0,9719,6,22,85,1,428,0,0,18,218,3,0,0,Malicious
128,7,2561,155,1243,200,4,12,140,0,536,106,328,139,287,33,9,183,11,24,0,35589,50,224,2,38,785,29,8,92,4,0,9,0,Benign
0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,3609,0,0,0,0,22677,0,2,0,0,6,0,0,1,0,0,0,0,Malicious
1,0,23,0,18855,0,0,1,1,0,0,0,10,1,5,1,1,11,2,1,1,52163,0,2,0,0,110,0,1,0,2,1,0,0,Malicious
1,0,3,1,11263,0,0,0,1,0,0,1,3,0,1,0,2,0,0,0,1,80602,0,0,0,0,11262,0,1,0,0,0,0,0,Malicious
18,0,309,26,74,6,0,0,11,0,26,13,92,40,33,5,10,14,1,3,0,9710,4,25,1,9,54,4,2,19,1,0,1,0,Benign
14,0,153,17,72,16,0,0,11,0,16,9,30,1,24,1,7,1,11,0,0,2450,2,16,0,5,51,0,3,0,1,0,3,0,Benign
28,2,357,29,182,6,0,1,0,0,0,1,145,8,10,0,13,19,16,2,0,7070,4,138,1,22,154,1,0,4,1,0,0,0,Benign
0,0,31,3,5,0,0,0,0,0,0,0,5,0,9,0,15,0,1,1,0,1035,0,4,0,1,5,0,0,2,1,0,0,0,Benign
85,7,631,44,185,16,0,5,5,0,12,44,180,46,46,10,11,39,3,21,0,20346,6,50,0,6,103,3,1,9,1,2,3,1,Benign
20,0,680,28,321,20,0,0,6,0,11,0,59,9,49,0,12,68,7,0,0,8944,3,226,0,20,281,4,0,11,2,0,0,0,Benign
19,2,492,20,506,8,5,11,20,0,0,13,118,3,68,2,79,59,2,10,1,25953,6,15,0,0,138,3,3,20,8,9,0,0,Malicious
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147548,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
18,2,104,9,118,7,0,0,19,0,36,20,59,0,23,0,30,5,7,3,0,9530,3,25,0,4,102,1,1,3,15,0,0,0,Benign
1,0,58,8,46,3,0,0,13,0,34,5,13,2,18,3,6,0,0,2,0,1214,0,3,0,0,43,0,0,0,0,0,1,0,Benign
70,0,881,28,221,13,0,0,8,0,51,6,309,250,71,0,21,63,19,0,0,14951,8,34,0,1,74,11,0,8,2,0,6,0,Malicious
1,0,18,1,35052,0,0,1,1,0,92,1,9,2,8,0,1,17445,0,0,1,148754,0,1,0,0,35049,2,0,2,1,1,1,0,Malicious
216,23,1565,97,874,106,11,27,25,0,95,82,643,38,240,11,7,176,68,37,1,60634,13,259,6,3,598,10,5,38,11,4,5,0,Benign
3,0,32,1,19,3,0,1,0,0,0,1,7,0,7,0,5,2,2,5,0,1031,2,9,0,0,11,0,0,6,0,0,0,0,Benign
474,64,5783,301,1869,91,63,77,139,0,319,329,1499,791,486,70,8,257,42,104,1,83991,76,379,2,6,718,23,12,117,11,36,5,22,Benign
69,2,594,11,336,84,1,2,0,0,0,17,194,0,46,0,17,81,30,12,0,18882,8,74,2,1,180,5,0,11,3,3,0,0,Benign
1,2,65,10,47,0,1,2,0,0,0,1,42,0,0,0,183,24,0,0,1,7123,9,11,0,0,28,0,0,0,0,0,0,0,Malicious
161,5,3661,156,801,243,10,6,131,0,355,89,340,276,159,11,10,135,56,23,0,39136,19,132,0,59,395,7,3,46,9,1,8,0,Benign
12,4,343,17,383,10,4,7,6,0,4,14,102,9,38,7,8,44,1,22,0,8195,5,16,0,0,237,2,1,12,1,5,2,1,Malicious
2,4,617,7,585,0,4,5,2,0,0,6,305,1,35,2,10,9,6,1,0,12449,3,8,1,0,53,2,2,4,5,10,0,0,Malicious
1,0,16,1,18442,0,0,1,1,0,0,1,8,0,8,1,1,5,1,1,1,51861,0,1,1,0,102,0,1,3,2,1,0,0,Malicious
8,0,260,23,88,1,0,0,5,0,6,7,89,24,11,0,9,5,0,0,0,6492,0,67,0,15,76,0,0,4,2,0,1,0,Benign
1,0,16,1,18470,0,0,1,1,0,0,1,8,0,8,1,1,5,1,1,1,51933,0,1,1,0,103,0,1,3,2,1,0,0,Malicious
13,1,301,21,914,32,0,9,22,0,429,16,55,2,45,7,7,20,6,1,0,8037,1,14,0,4,337,2,3,7,0,3,3,0,Benign
33,2,1136,62,239,70,0,1,16,0,25,14,135,147,58,0,11,2,17,4,0,10974,18,136,0,26,174,2,0,28,1,0,1,2,Benign
7,0,118,13,37,4,0,0,6,0,18,3,45,3,8,0,6,23,0,0,0,1999,0,3,0,9,27,0,0,3,0,0,1,0,Benign
361,84,4807,511,1548,451,17,41,189,0,376,297,1038,218,854,49,10,78,136,55,0,60521,57,528,0,91,576,18,14,376,10,12,17,0,Benign
45,4,886,42,248,50,9,0,15,0,33,11,94,176,23,0,10,7,3,3,0,10129,8,119,0,3,191,0,0,10,1,0,2,0,Benign
46,0,582,56,310,5,0,0,41,0,104,9,262,16,42,3,13,10,17,6,0,11921,3,175,0,19,202,2,0,21,3,0,0,0,Benign
480,0,7395,704,2257,1356,0,280,600,0,1011,480,1322,684,1405,1,49,0,0,0,0,169166,241,375,0,54,1449,0,0,202,0,0,112,0,Benign
19,2,489,20,505,8,5,11,20,0,0,13,117,3,68,2,80,58,2,10,1,26512,6,15,0,0,138,3,3,20,8,9,0,0,Malicious
0,0,51,4,15,1,0,0,0,0,0,0,10,0,5,0,32,0,2,0,0,1061,1,14,0,3,15,0,0,4,0,0,0,0,Benign
0,0,6,0,3,0,0,0,0,0,0,0,0,0,1,2,4095,0,0,1,0,12800,0,2,0,0,3,0,0,1,0,0,0,0,Malicious
1,0,16,1,18262,0,0,1,1,0,0,1,8,0,8,1,1,5,1,1,1,51372,0,1,1,0,102,0,1,3,2,1,0,0,Malicious
690,119,11737,989,3618,757,35,108,888,0,1650,595,1845,794,1327,224,11,143,176,200,0,161219,361,970,6,366,2353,31,37,310,22,9,42,21,Benign
824,56,10427,676,2515,1365,27,171,458,0,659,586,1719,576,1101,133,6,307,25,136,1,108835,120,455,1,185,1179,23,40,124,12,9,36,18,Benign
1,0,69,2,36,0,0,0,0,0,0,3,31,0,1,3,359,0,0,2,1,13291,26,32,0,0,35,0,0,0,0,1,0,0,Malicious
2,2,380,7,332,0,2,4,0,0,0,6,192,1,30,7,52,9,6,1,1,9274,3,24,0,0,59,2,0,4,4,11,0,0,Malicious
383,39,3788,378,1287,112,38,28,266,0,387,429,597,19,375,88,12,4,0,88,0,44886,198,227,0,163,379,0,2,97,42,4,7,0,Benign
0,0,54,0,30,0,0,0,0,0,0,0,26,0,2,0,872,0,0,0,1,26770,26,26,0,0,30,0,0,0,0,2,0,0,Malicious
0,0,2,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,60786,0,1,0,0,1,0,0,0,1,0,0,0,Malicious
2,0,301,6,1473,1,1,2,6,0,0,5,148,0,5,1,2,9,0,1,1,9320,3,0,0,0,1315,0,5,0,0,0,0,0,Malicious
1,0,105,1,106,0,0,0,0,0,0,2,5,0,24,1,159,1,0,0,1,14845,23,29,0,0,82,0,0,1,0,0,0,0,Malicious
1483,172,9697,546,3882,1049,199,175,274,0,623,531,1905,107,869,37,12,113,44,38,0,128692,128,313,3,66,986,21,14,130,10,10,58,4,Benign
1,0,15,1,17281,0,0,1,1,0,91,1,9,1,9,0,3,34,1,0,1,106323,0,1,0,0,17279,2,0,3,1,1,1,0,Malicious
9,0,157,12,88,0,3,0,8,0,23,5,60,1,15,1,14,5,9,2,0,5231,1,56,0,8,77,0,0,12,0,1,2,0,Benign
1,0,18,1,19060,0,0,1,1,0,0,1,8,1,8,1,1,8,0,1,1,53577,0,1,0,0,106,1,1,3,1,1,0,0,Malicious
1,0,15,1,17322,0,0,1,1,0,91,1,9,1,9,0,2,40,1,0,1,94382,0,1,0,0,17320,2,0,3,1,1,1,0,Malicious
6,0,78,8,36,2,0,0,5,0,13,2,27,0,3,1,14,6,1,6,0,2374,1,15,0,1,27,1,0,1,0,0,0,0,Benign
4,2,155,17,85,3,0,1,0,0,0,2,46,2,14,0,7,47,8,0,0,2563,7,45,0,13,75,0,0,10,0,0,0,0,Benign
0,0,11,0,17111,0,0,1,1,0,92,0,4,0,4,0,2,2,0,0,1,92925,0,0,0,0,17106,0,0,0,1,1,1,0,Malicious
0,0,174,1,175,0,0,0,0,0,0,1,88,0,0,0,1,0,0,0,0,177676,0,0,0,0,174,0,0,0,0,0,0,0,Malicious
19,2,279,19,763,8,5,11,20,0,0,12,116,3,70,0,79,62,2,9,1,27910,6,13,0,0,141,4,3,21,7,9,0,0,Malicious
26,0,190,13,75,7,3,4,2,0,0,5,68,2,24,0,9,30,19,1,0,5662,3,10,0,4,52,0,0,8,0,0,2,0,Benign
0,0,176,1,177,0,0,0,0,0,0,1,89,0,0,0,1,0,0,0,0,174372,0,0,0,0,176,0,0,0,0,0,0,0,Malicious
10,0,148,8,38,16,0,1,3,0,7,1,20,1,16,0,14,0,15,0,0,1873,0,10,0,3,20,0,0,1,0,0,1,0,Benign
0,0,2866,954,3812,0,0,0,0,0,0,954,2863,0,1,1,4,0,0,0,1,63762,1,2858,0,0,955,0,0,0,0,1,0,0,Malicious
854,12,15157,903,4497,996,23,182,1099,0,1970,677,1661,667,2331,129,7,572,38,53,0,172812,177,461,5,137,847,186,57,346,10,4,74,67,Benign
17,0,301,26,111,26,0,1,6,0,28,6,94,10,35,0,6,51,3,1,0,3396,1,21,0,20,70,6,1,11,1,0,2,0,Benign
41,2,1051,70,510,4,0,0,19,0,65,10,328,24,77,1,17,141,1,30,0,19690,3,273,0,40,415,4,0,66,1,2,0,0,Benign
0,0,16,2,129,0,0,0,31,0,74,0,8,0,0,0,10,0,2,0,0,1786,1,4,0,1,109,0,0,0,0,0,0,0,Benign
1,0,2,0,11635,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,112313,0,0,0,0,11634,0,1,0,0,0,0,0,Malicious
1,0,16,0,3716,0,0,0,1,0,0,0,7,0,1,1,5,0,3,0,1,84882,1,6,0,0,3711,0,0,0,0,0,0,0,Malicious
10,0,205,14,92,4,0,3,2,0,1,5,64,6,15,1,8,7,11,4,0,3551,1,67,0,9,73,2,0,4,1,2,0,0,Benign
0,0,3,1,88,0,0,0,1,0,44,0,3,0,0,0,24,0,1,0,0,2510,0,0,0,1,83,0,0,0,0,0,0,0,Benign
711,201,11257,997,3063,1026,42,139,759,0,694,704,2045,543,2042,104,12,192,47,105,0,140954,143,479,0,305,1116,48,39,296,44,17,118,4,Benign
94,30,780,62,653,93,3,14,46,0,372,54,153,32,152,7,11,22,14,5,0,19764,14,28,0,25,555,2,8,26,4,0,5,6,Benign
34,0,307,22,70,12,4,7,12,0,17,7,120,2,35,4,7,20,18,9,0,4021,1,23,0,8,34,1,2,5,2,1,2,0,Benign
18,2,300,12,276,1,4,2,4,0,1,10,94,39,9,4,20,55,0,14,1,10558,3,28,1,1,247,0,0,2,1,3,1,1,Malicious
1,0,23,0,17806,0,0,1,1,0,0,0,10,2,5,0,1,7,1,0,1,49309,0,2,0,0,105,0,1,0,2,1,0,0,Malicious
136,5,470,42,784,47,1,10,30,2,238,17,77,4,55,7,18,25,12,0,0,14218,4,22,0,3,376,4,1,10,1,3,6,0,Benign
151,10,3727,281,1080,199,10,20,108,0,239,89,613,271,190,13,13,133,75,26,1,43562,25,407,0,122,636,7,7,57,6,3,8,1,Benign
1,0,16,1,18322,0,0,1,1,0,0,1,8,0,8,1,1,5,1,1,1,51511,0,1,1,0,102,0,1,3,2,1,0,0,Malicious
136,25,1981,214,794,169,2,22,81,0,194,140,411,101,195,32,20,80,8,43,0,31959,27,113,0,31,462,4,15,64,1,9,9,3,Benign
13,2,374,30,64,33,0,7,5,0,15,12,58,42,40,5,6,19,19,4,0,7265,3,16,0,1,31,0,3,3,0,0,2,6,Benign
28,0,1221,87,391,81,0,3,45,0,102,15,179,27,77,1,13,58,60,10,0,16758,10,207,0,45,314,11,2,39,2,1,0,0,Benign
22,2,337,23,832,11,5,13,24,0,8,17,139,4,77,6,60,64,0,9,1,29828,7,12,0,0,187,5,5,22,7,9,2,1,Malicious
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174544,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
15,6,309,22,62,18,1,5,16,0,8,12,67,32,27,4,5,7,13,11,0,3539,7,13,0,6,28,1,0,6,1,1,2,0,Benign
1,0,21,0,18173,0,0,1,1,0,0,0,10,1,5,0,1,8,2,0,1,50268,0,2,0,0,106,0,1,0,2,1,0,0,Malicious
10,6,91,11,86,0,0,0,6,0,23,3,57,6,9,0,11,3,5,1,0,4774,0,38,0,8,63,0,0,2,1,0,0,0,Benign
671,55,7880,462,2080,969,32,146,271,0,511,464,1383,528,843,58,6,185,11,88,0,85259,88,324,0,100,923,27,25,127,5,1,17,26,Benign
23,2,338,23,868,9,5,13,27,0,8,17,134,4,74,4,47,61,0,9,1,25173,7,14,0,0,224,3,5,22,6,9,2,1,Malicious
21,0,392,24,283,9,1,3,27,0,83,5,140,5,63,5,19,42,28,3,0,14459,2,77,2,12,200,11,1,35,3,2,1,0,Benign
30,3,460,40,198,47,1,10,28,0,53,33,92,2,56,7,18,18,9,0,0,6352,4,17,1,13,86,3,0,9,0,3,4,0,Benign
154,1,1891,93,689,116,23,9,72,0,187,77,181,152,205,19,18,128,0,22,0,23643,17,145,1,19,346,23,6,29,5,2,2,0,Benign
1,0,23,0,19090,0,0,1,1,0,0,0,10,1,5,1,1,11,2,1,1,52751,0,2,0,0,109,0,1,0,2,1,0,0,Malicious
25,0,379,26,187,1,0,1,9,0,38,1,158,1,24,0,13,49,8,0,0,7623,0,70,0,13,157,1,0,5,4,7,2,0,Benign
41,3,608,54,134,72,0,10,24,0,16,28,106,14,101,10,11,12,4,18,0,6925,5,44,0,12,76,1,3,17,2,1,11,0,Benign
9,0,99,8,11,4,0,0,5,0,5,4,36,12,17,0,9,1,0,0,0,1098,0,0,0,3,5,1,0,9,4,0,0,0,Benign
19,2,489,20,505,8,5,11,20,0,0,13,117,3,68,2,79,58,2,10,1,26162,6,15,0,0,138,3,3,20,8,9,0,0,Malicious
1,0,21,0,18409,0,0,1,1,0,0,0,10,1,5,0,1,8,2,0,1,50887,0,2,0,0,106,0,1,0,2,1,0,0,Malicious
1,0,105,1,106,0,0,0,0,0,0,2,5,0,24,1,167,1,0,0,1,15474,23,29,0,0,82,0,0,1,0,0,0,0,Malicious
0,0,9,1,4,1,0,0,4,0,1,0,4,0,0,1,18426,0,0,0,0,37005,0,1,0,0,2,0,0,0,0,0,0,0,Benign
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175040,0,0,0,0,0,0,0,0,0,0,0,0,Malicious
127,6,3951,396,533,215,1,13,141,0,420,230,630,643,251,18,8,37,14,41,0,38973,69,201,0,100,316,8,7,59,2,3,9,0,Benign
392,175,8636,388,5245,248,17,157,310,0,70,292,1670,327,1123,127,12,218,198,49,1,136505,179,3083,1,141,2141,26,135,177,7,27,26,6,Benign
352,89,5746,403,2013,373,5,65,781,0,369,318,855,552,541,113,10,197,25,135,0,80019,116,327,4,74,867,17,18,90,36,15,32,7,Benign
2,0,71,4,18,0,0,0,5,0,11,0,18,4,7,0,9,0,1,0,0,1992,0,7,0,4,16,0,0,1,0,3,1,0,Benign
41,2,205,20,83,35,0,1,9,0,32,20,36,0,38,2,12,0,0,1,0,3220,1,20,0,0,26,0,0,6,0,0,4,0,Benign
12,6,80,8,42,0,0,2,0,0,0,6,54,2,12,3,11,5,1,0,0,2798,4,19,0,1,26,0,0,2,0,0,0,0,Benign
1,0,21,0,18406,0,0,1,1,0,0,0,10,1,5,0,1,8,2,0,1,50922,0,2,0,0,107,0,1,0,2,1,0,0,Malicious
1,0,15,1,17899,0,0,1,1,0,91,1,9,1,9,0,2,40,1,0,1,97194,0,1,0,0,17897,2,0,3,1,1,1,0,Malicious
19,0,415,22,132,27,0,0,14,0,58,4,111,5,23,0,6,8,4,0,0,4694,6,35,0,15,74,1,0,9,0,0,0,0,Benign
25,5,289,42,117,36,2,2,71,0,100,19,82,2,77,5,12,0,1,3,0,5000,3,12,0,21,53,0,1,15,2,1,0,0,Benign
0,0,9,0,34459,0,0,1,1,0,0,0,3,0,4,1,0,0,0,1,1,80713,0,0,0,0,93,0,1,0,1,1,0,0,Malicious
2,2,374,7,336,0,2,4,1,0,0,6,187,1,30,2,58,9,6,1,1,10501,3,24,0,0,63,2,1,4,4,10,0,0,Malicious
5,0,73,8,26,2,0,2,0,0,0,5,30,3,10,1,5,5,1,4,0,1846,3,13,0,5,20,0,0,7,1,0,0,0,Benign
91,0,1319,104,700,30,3,5,34,0,67,27,514,47,114,5,10,105,16,21,0,24180,16,313,5,65,539,3,6,45,12,4,6,0,Benign
4,0,331,37,146,9,0,1,18,0,50,2,77,12,14,0,12,6,16,1,0,5194,1,84,0,29,98,1,0,10,0,0,0,0,Benign
0,0,7,1,205,1,0,0,64,0,63,1,2,0,0,0,37,0,0,0,0,8832,0,27,0,1,205,0,0,0,0,0,0,0,Benign
75,0,860,68,219,87,8,8,59,0,133,28,194,50,66,1,11,70,0,0,0,18436,34,45,0,11,162,0,1,11,0,0,1,2,Benign
52,9,1953,106,478,101,0,3,29,0,126,55,228,220,83,14,9,27,28,16,0,22533,9,242,1,46,359,0,0,44,1,4,3,0,Benign
23,2,338,23,868,9,5,13,27,0,8,17,134,4,74,4,46,61,0,9,1,25133,7,14,0,0,224,3,5,22,6,9,2,1,Malicious
14,0,181,8,70,1,0,0,4,0,6,3,53,10,21,1,5,21,5,3,0,4964,1,30,0,6,51,2,0,7,0,1,0,0,Benign
19,2,489,20,505,8,5,11,20,0,0,13,117,3,68,2,79,58,2,10,1,25889,6,15,0,0,138,3,3,20,8,9,0,0,Malicious
1,0,82,8,33,1,0,0,0,0,0,0,17,5,4,0,17,0,0,0,0,1145,0,33,0,6,33,0,0,2,0,0,0,0,Benign
1,0,69,2,36,0,0,0,0,0,0,3,31,0,1,3,364,0,0,2,1,13515,26,32,0,0,35,0,0,0,0,1,0,0,Malicious
10,1,224,18,65,22,0,7,17,0,16,14,45,0,33,5,9,9,4,1,0,2378,1,7,0,3,25,0,3,4,0,2,2,0,Benign
546,20,9648,524,3313,908,28,122,429,0,1031,318,2027,772,745,82,8,377,103,98,0,104401,52,507,1,89,1327,36,15,101,1,0,50,35,Benign
0,0,3,0,36,0,0,0,0,0,0,0,2,0,1,0,512,34,1,0,1,25022,0,1,0,0,35,1,0,0,0,0,0,0,Malicious
1,0,18,1,34492,0,0,1,1,0,92,1,9,2,8,0,1,17165,0,0,1,146769,0,1,0,0,34489,2,0,2,1,1,1,0,Malicious
118,13,2526,246,1062,202,2,17,170,0,262,77,507,137,300,13,13,77,202,17,0,47941,26,372,1,84,670,7,5,126,2,17,2,0,Benign
0,0,50,12,19,1,0,0,17,0,40,4,19,2,17,1,3,0,0,0,0,1093,0,0,0,0,12,0,0,1,0,0,1,0,Benign
210,27,5505,438,1140,254,2,30,259,0,510,253,773,946,338,94,8,97,6,30,0,58786,71,245,0,88,644,11,19,112,1,4,22,11,Benign
19,2,493,20,469,8,5,11,2,0,0,13,119,3,66,2,87,53,2,11,1,29209,7,14,0,0,130,3,1,20,8,9,0,0,Malicious
1,0,105,1,102,0,0,0,0,0,0,2,5,0,24,3,174,0,0,0,1,15409,23,29,0,0,78,0,0,1,0,0,0,0,Malicious
146,0,1578,109,431,134,7,7,174,0,230,80,218,1,201,20,5,48,7,24,0,18506,26,18,2,47,235,7,4,34,4,3,20,0,Benign
